hs6_code,en_name
500100,Silk; silk-worm cocoons suitable for reeling
630391,"Curtains (including drapes) and interior blinds, curtain or bed valances; of cotton, not knitted or crocheted"
630392,"Curtains (including drapes) and interior blinds, curtain or bed valances; of synthetic fibres, not knitted or crocheted"
630399,"Curtains (including drapes) and interior blinds, curtain or bed valances; of textile materials other than cotton or synthetic fibres, not knitted or crocheted"
630411,Bedspreads; knitted or crocheted
630419,Bedspreads; not knitted or crocheted
630420,"Furnishing articles; excluding those of heading no. 9404, bed nets, specified in Subheading Note 1 to this Chapter"
630491,"Furnishing articles; excluding those of heading no. 9404, n.e.c. in heading 6304, knitted or crocheted"
630492,"Furnishing articles; of cotton, not knitted or crocheted (excluding bedspreads and articles of heading no. 9404)"
630493,"Furnishing articles; of synthetic fibres, not knitted or crocheted (excluding bedspreads and articles of heading no. 9404)"
630499,"Furnishing articles; of textile materials other than cotton or synthetic fibres, not knitted or crocheted (excluding bedspreads and articles of heading no. 9404)"
630510,"Sacks and bags; of a kind used for the packing of goods, of jute or of other textile bast fibres of heading no. 5303"
630520,"Sacks and bags; of a kind used for the packing of goods, of cotton"
630532,"Sacks and bags; of a kind used for the packing of goods, of man-made textile materials, flexible intermediate bulk containers"
630533,"Sacks and bags; of a kind used for the packing of goods, of man-made textile materials, of polyethylene or polypropylene strip or the like, not flexible intermediate bulk containers"
630539,"Sacks and bags; of a kind used for the packing of goods, of man-made textile materials, not of polyethylene or polypropylene strip or the like, not flexible intermediate bulk containers"
630590,"Sacks and bags; of a kind used for the packing of goods, of textile materials (other than jute, cotton or man-made textile materials)"
630612,"Tarpaulins, awnings and sunblinds; of synthetic fibres"
630619,"Tarpaulins, awnings and sunblinds; of textile materials other than synthetic fibres"
630622,Tents (including temporary canopies and similar articles); of synthetic fibres
630629,Tents (including temporary canopies and similar articles); of textile materials other than synthetic fibres
630630,"Sails; for boats, sailboards or landcraft"
630640,Camping goods; pneumatic mattresses
630690,"Camping goods; (of textile materials), n.e.c in heading no. 6306"
630710,"Cloths; floor cloths, dish-cloths, dusters and similar cleaning cloths"
630720,Life-jackets and life-belts
630790,"Textiles; made up articles (including dress patterns), n.e.c. in chapter 63, n.e.c. in heading no. 6307"
630800,"Fabrics, woven and yarn; in sets, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes or similar textile articles, packaged for retail sale"
630900,"Clothing; worn, and other worn articles"
631010,"Rags; used or new, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials; sorted"
631090,"Rags; used or new, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials; other than sorted"
